variant,width,step,depth,optimized,ns_per_block
candidate,4,0.0001,0,false,3112.7916
candidate,4,0.0001,0,true,2511.3108
candidate,4,0.0001,0.49,false,2891.1524
candidate,4,0.0001,0.49,true,2536.4088
candidate,4,0.0001,4,false,5300.6256
candidate,4,0.0001,4,true,5592.342
candidate,4,0.01,0,false,3215.3024
candidate,4,0.01,0,true,3340.6676
candidate,4,0.01,0.49,false,4009.3704
candidate,4,0.01,0.49,true,3392.6864
candidate,4,0.01,4,false,5558.5272
candidate,4,0.01,4,true,6005.5584
candidate,4,0.12,0,false,5823.1948
candidate,4,0.12,0,true,7482.402
candidate,4,0.12,0.49,false,5804.3508
candidate,4,0.12,0.49,true,7248.244
candidate,4,0.12,4,false,6016.3672
candidate,4,0.12,4,true,6904.6092
candidate,8,0.0001,0,false,3185.83
candidate,8,0.0001,0,true,3191.3104
candidate,8,0.0001,0.49,false,3186.5308
candidate,8,0.0001,0.49,true,3184.9684
candidate,8,0.0001,4,false,5243.4428
candidate,8,0.0001,4,true,5233.9368
candidate,8,0.01,0,false,4018.448
candidate,8,0.01,0,true,4517.1176
candidate,8,0.01,0.49,false,4238.7008
candidate,8,0.01,0.49,true,4259.9208
candidate,8,0.01,4,false,5447.3832
candidate,8,0.01,4,true,5404.4064
candidate,8,0.12,0,false,5561.596
candidate,8,0.12,0,true,5692.3852
candidate,8,0.12,0.49,false,5573.2092
candidate,8,0.12,0.49,true,5589.3096
candidate,8,0.12,4,false,5580.284
candidate,8,0.12,4,true,5980.8156
candidate,16,0.0001,0,false,3045.634
candidate,16,0.0001,0,true,2987.0616
candidate,16,0.0001,0.49,false,3059.2108
candidate,16,0.0001,0.49,true,3069.6704
candidate,16,0.0001,4,false,5430.1532
candidate,16,0.0001,4,true,4522.4416
candidate,16,0.01,0,false,3702.5308
candidate,16,0.01,0,true,4547.6996
candidate,16,0.01,0.49,false,3878.6408
candidate,16,0.01,0.49,true,3949.8
candidate,16,0.01,4,false,4744.7696
candidate,16,0.01,4,true,5012.2536
candidate,16,0.12,0,false,5018.0064
candidate,16,0.12,0,true,5046.1968
candidate,16,0.12,0.49,false,4844.2
candidate,16,0.12,0.49,true,4878.2272
candidate,16,0.12,4,false,4943.2936
candidate,16,0.12,4,true,4990.0604
