variant,width,step,depth,optimized,ns_per_block
candidate,4,0.0001,0,false,319.19885
candidate,4,0.0001,0,true,364.2779
candidate,4,0.0001,0.49,false,321.6315
candidate,4,0.0001,0.49,true,365.2789
candidate,4,0.0001,4,false,629.6464
candidate,4,0.0001,4,true,799.72335
candidate,4,0.01,0,false,410.3651
candidate,4,0.01,0,true,419.1839
candidate,4,0.01,0.49,false,564.5285
candidate,4,0.01,0.49,true,500.90685
candidate,4,0.01,4,false,653.201
candidate,4,0.01,4,true,746.16745
candidate,4,0.12,0,false,793.7419
candidate,4,0.12,0,true,697.91105
candidate,4,0.12,0.49,false,668.9513
candidate,4,0.12,0.49,true,758.92975
candidate,4,0.12,4,false,731.2504
candidate,4,0.12,4,true,896.432
candidate,8,0.0001,0,false,684.1377
candidate,8,0.0001,0,true,546.2599
candidate,8,0.0001,0.49,false,517.33825
candidate,8,0.0001,0.49,true,518.98915
candidate,8,0.0001,4,false,1053.87445
candidate,8,0.0001,4,true,873.6706
candidate,8,0.01,0,false,856.1131
candidate,8,0.01,0,true,984.82755
candidate,8,0.01,0.49,false,1027.6012
candidate,8,0.01,0.49,true,1088.5633
candidate,8,0.01,4,false,1169.2057
candidate,8,0.01,4,true,1313.8462
candidate,8,0.12,0,false,1273.1262
candidate,8,0.12,0,true,1782.9876
candidate,8,0.12,0.49,false,1186.20285
candidate,8,0.12,0.49,true,1911.0731
candidate,8,0.12,4,false,1142.70365
candidate,8,0.12,4,true,1371.63055
candidate,16,0.0001,0,false,571.83505
candidate,16,0.0001,0,true,586.17515
candidate,16,0.0001,0.49,false,587.4136
candidate,16,0.0001,0.49,true,575.2267
candidate,16,0.0001,4,false,1039.1947
candidate,16,0.0001,4,true,939.16855
candidate,16,0.01,0,false,832.7608
candidate,16,0.01,0,true,864.1543
candidate,16,0.01,0.49,false,1052.58595
candidate,16,0.01,0.49,true,1593.7817
candidate,16,0.01,4,false,1252.04535
candidate,16,0.01,4,true,1340.5526
candidate,16,0.12,0,false,1138.37355
candidate,16,0.12,0,true,2418.96005
candidate,16,0.12,0.49,false,1176.34745
candidate,16,0.12,0.49,true,2515.2107
candidate,16,0.12,4,false,1480.1518
candidate,16,0.12,4,true,1298.55265
