variant,width,step,depth,optimized,ns_per_block
candidate,4,0.0001,0,false,2554.1196
candidate,4,0.0001,0,true,2522.0392
candidate,4,0.0001,0.49,false,2537.0252
candidate,4,0.0001,0.49,true,2560.1404
candidate,4,0.0001,4,false,5312.0388
candidate,4,0.0001,4,true,5606.0068
candidate,4,0.01,0,false,3218.0864
candidate,4,0.01,0,true,3261.1036
candidate,4,0.01,0.49,false,3527.0856
candidate,4,0.01,0.49,true,3871.702
candidate,4,0.01,4,false,6856.324
candidate,4,0.01,4,true,6061.2588
candidate,4,0.12,0,false,6933.3804
candidate,4,0.12,0,true,6820.8904
candidate,4,0.12,0.49,false,5902.7232
candidate,4,0.12,0.49,true,6214.1456
candidate,4,0.12,4,false,6905.9348
candidate,4,0.12,4,true,7102.432
candidate,8,0.0001,0,false,3192.7924
candidate,8,0.0001,0,true,3370.3768
candidate,8,0.0001,0.49,false,3197.684
candidate,8,0.0001,0.49,true,3195.3764
candidate,8,0.0001,4,false,6372.1564
candidate,8,0.0001,4,true,5262.4676
candidate,8,0.01,0,false,4124.9528
candidate,8,0.01,0,true,4132.7568
candidate,8,0.01,0.49,false,4272.1072
candidate,8,0.01,0.49,true,4299.26
candidate,8,0.01,4,false,5462.6464
candidate,8,0.01,4,true,5415.0904
candidate,8,0.12,0,false,5588.4324
candidate,8,0.12,0,true,5731.236
candidate,8,0.12,0.49,false,5639.734
candidate,8,0.12,0.49,true,5676.2048
candidate,8,0.12,4,false,5575.8128
candidate,8,0.12,4,true,5592.2984
candidate,16,0.0001,0,false,2930.632
candidate,16,0.0001,0,true,2928.3568
candidate,16,0.0001,0.49,false,2944.2208
candidate,16,0.0001,0.49,true,2926.0896
candidate,16,0.0001,4,false,4394.388
candidate,16,0.0001,4,true,4425.5512
candidate,16,0.01,0,false,3711.0396
candidate,16,0.01,0,true,3611.8696
candidate,16,0.01,0.49,false,3760.43
candidate,16,0.01,0.49,true,3811.928
candidate,16,0.01,4,false,4604.3492
candidate,16,0.01,4,true,4649.0928
candidate,16,0.12,0,false,4733.7728
candidate,16,0.12,0,true,4774.6908
candidate,16,0.12,0.49,false,4735.7236
candidate,16,0.12,0.49,true,4863.156
candidate,16,0.12,4,false,4778.3804
candidate,16,0.12,4,true,4760.2688
