variant,width,step,depth,optimized,ns_per_block
candidate,4,0.0001,0,false,371.4286
candidate,4,0.0001,0,true,384.10975
candidate,4,0.0001,0.49,false,390.64065
candidate,4,0.0001,0.49,true,379.2109
candidate,4,0.0001,4,false,825.4475
candidate,4,0.0001,4,true,836.4291
candidate,4,0.01,0,false,479.5214
candidate,4,0.01,0,true,467.0761
candidate,4,0.01,0.49,false,573.6121
candidate,4,0.01,0.49,true,618.87645
candidate,4,0.01,4,false,874.98435
candidate,4,0.01,4,true,897.89595
candidate,4,0.12,0,false,903.01615
candidate,4,0.12,0,true,895.9255
candidate,4,0.12,0.49,false,931.46165
candidate,4,0.12,0.49,true,952.43185
candidate,4,0.12,4,false,950.3963
candidate,4,0.12,4,true,973.49315
candidate,8,0.0001,0,false,457.3975
candidate,8,0.0001,0,true,415.6299
candidate,8,0.0001,0.49,false,439.534
candidate,8,0.0001,0.49,true,413.7841
candidate,8,0.0001,4,false,659.7592
candidate,8,0.0001,4,true,709.23945
candidate,8,0.01,0,false,618.7232
candidate,8,0.01,0,true,576.90155
candidate,8,0.01,0.49,false,735.33285
candidate,8,0.01,0.49,true,725.4109
candidate,8,0.01,4,false,738.7846
candidate,8,0.01,4,true,734.67085
candidate,8,0.12,0,false,738.2007
candidate,8,0.12,0,true,748.24185
candidate,8,0.12,0.49,false,817.5496
candidate,8,0.12,0.49,true,708.66255
candidate,8,0.12,4,false,750.1488
candidate,8,0.12,4,true,718.23455
candidate,16,0.0001,0,false,639.06595
candidate,16,0.0001,0,true,767.92505
candidate,16,0.0001,0.49,false,590.5306
candidate,16,0.0001,0.49,true,672.559
candidate,16,0.0001,4,false,1156.1731
candidate,16,0.0001,4,true,1043.7072
candidate,16,0.01,0,false,871.32535
candidate,16,0.01,0,true,922.9523
candidate,16,0.01,0.49,false,1135.0983
candidate,16,0.01,0.49,true,1341.4535
candidate,16,0.01,4,false,1254.5778
candidate,16,0.01,4,true,1222.50885
candidate,16,0.12,0,false,1347.73505
candidate,16,0.12,0,true,1685.8749
candidate,16,0.12,0.49,false,1317.90345
candidate,16,0.12,0.49,true,1773.2108
candidate,16,0.12,4,false,1283.2416
candidate,16,0.12,4,true,1422.08085
