frames,parents,incoming,override,round,candidate,ns_block
128,4,1,false,6,0,586.5752333333334
128,4,1,false,6,1,102.40536666666667
128,4,1,false,7,1,103.01496666666667
128,4,1,false,7,0,564.5553333333334
128,4,1,true,0,0,623.6573
128,4,1,true,0,1,110.2292
128,4,1,true,1,1,110.73263333333334
128,4,1,true,1,0,623.0951
128,4,1,true,2,0,648.5145333333334
128,4,1,true,2,1,111.26876666666666
128,4,1,true,3,1,121.07926666666667
128,4,1,true,3,0,666.2142666666666
128,4,1,true,4,0,651.8552333333333
128,4,1,true,4,1,111.86833333333334
128,4,1,true,5,1,110.70693333333334
128,4,1,true,5,0,650.0498333333334
128,4,1,true,6,0,661.5972666666667
128,4,1,true,6,1,110.23123333333334
128,4,1,true,7,1,110.81576666666666
128,4,1,true,7,0,655.2440333333333
128,4,4,false,0,0,2324.3088
128,4,4,false,0,1,414.9149
128,4,4,false,1,1,418.3464333333333
128,4,4,false,1,0,2316.2977
128,4,4,false,2,0,2405.0224333333335
128,4,4,false,2,1,415.8052333333333
128,4,4,false,3,1,411.9751
128,4,4,false,3,0,2335.165233333333
128,4,4,false,4,0,2411.8140333333336
128,4,4,false,4,1,432.74983333333336
128,4,4,false,5,1,414.98403333333334
128,4,4,false,5,0,2333.1912333333335
128,4,4,false,6,0,2318.1381333333334
128,4,4,false,6,1,414.49826666666667
128,4,4,false,7,1,429.71593333333334
128,4,4,false,7,0,2430.6404666666667
128,4,4,true,0,0,2449.174466666667
128,4,4,true,0,1,655.3368333333333
128,4,4,true,1,1,435.69763333333333
128,4,4,true,1,0,2433.9665
128,4,4,true,2,0,2456.3166
128,4,4,true,2,1,447.1192
128,4,4,true,3,1,442.8704666666667
128,4,4,true,3,0,2419.1087
128,4,4,true,4,0,2586.177133333333
128,4,4,true,4,1,423.371
128,4,4,true,5,1,420.1945333333333
128,4,4,true,5,0,2446.9925
128,4,4,true,6,0,2427.2069333333334
128,4,4,true,6,1,419.53156666666666
128,4,4,true,7,1,432.46773333333334
128,4,4,true,7,0,2464.0018666666665
128,8,1,false,0,0,1202.0191
128,8,1,false,0,1,165.3979
128,8,1,false,1,1,160.13826666666668
128,8,1,false,1,0,1157.3783666666666
128,8,1,false,2,0,1154.7757333333334
128,8,1,false,2,1,169.90166666666667
128,8,1,false,3,1,160.34426666666667
128,8,1,false,3,0,1153.2067333333334
128,8,1,false,4,0,1158.7617666666667
128,8,1,false,4,1,160.9572
128,8,1,false,5,1,159.9393
128,8,1,false,5,0,1174.9515666666666
128,8,1,false,6,0,1212.3066666666666
128,8,1,false,6,1,164.0245
128,8,1,false,7,1,165.9711
128,8,1,false,7,0,1192.9961666666666
128,8,1,true,0,0,1270.5510333333334
128,8,1,true,0,1,167.62526666666668
128,8,1,true,1,1,171.75583333333333
128,8,1,true,1,0,1229.7547333333334
128,8,1,true,2,0,1236.9035
128,8,1,true,2,1,172.7026
128,8,1,true,3,1,167.4767
128,8,1,true,3,0,1234.3503
128,8,1,true,4,0,1242.3707333333334
128,8,1,true,4,1,168.63446666666667
128,8,1,true,5,1,178.1418
128,8,1,true,5,0,1230.4247333333333
128,8,1,true,6,0,1257.5971
128,8,1,true,6,1,167.98616666666666
128,8,1,true,7,1,175.56626666666668
128,8,1,true,7,0,1227.3971333333334
128,8,4,false,0,0,4724.142066666666
128,8,4,false,0,1,652.1783666666666
128,8,4,false,1,1,653.9617333333333
128,8,4,false,1,0,4705.946233333333
128,8,4,false,2,0,4871.5831333333335
128,8,4,false,2,1,642.3412
128,8,4,false,3,1,640.4940666666666
128,8,4,false,3,0,4790.336066666667
128,8,4,false,4,0,4736.9651
128,8,4,false,4,1,644.5896
128,8,4,false,5,1,648.5902666666667
128,8,4,false,5,0,4712.784233333334
128,8,4,false,6,0,4738.974133333333
128,8,4,false,6,1,659.9734666666667
128,8,4,false,7,1,641.8882
128,8,4,false,7,0,5089.3318
128,8,4,true,0,0,4981.839433333334
128,8,4,true,0,1,658.6151
128,8,4,true,1,1,647.9343
128,8,4,true,1,0,4939.1833
128,8,4,true,2,0,4899.9339666666665
128,8,4,true,2,1,648.2314333333334
128,8,4,true,3,1,651.6485666666666
128,8,4,true,3,0,5555.418033333333
128,8,4,true,4,0,4875.9868
128,8,4,true,4,1,652.5753333333333
128,8,4,true,5,1,667.5269
128,8,4,true,5,0,5026.5927
128,8,4,true,6,0,5220.361966666666
128,8,4,true,6,1,688.8257333333333
128,8,4,true,7,1,683.0323333333333
128,8,4,true,7,0,5172.2568
128,16,1,false,0,0,2906.854333333333
128,16,1,false,0,1,281.38616666666667
128,16,1,false,1,1,301.3877
128,16,1,false,1,0,3012.2939333333334
128,16,1,false,2,0,2991.6504666666665
128,16,1,false,2,1,294.3093333333333
128,16,1,false,3,1,301.19873333333334
128,16,1,false,3,0,2928.790433333333
128,16,1,false,4,0,2917.5304333333333
128,16,1,false,4,1,280.89573333333334
128,16,1,false,5,1,281.7257
128,16,1,false,5,0,2976.3292666666666
128,16,1,false,6,0,2971.5103
128,16,1,false,6,1,718.1183333333333
128,16,1,false,7,1,457.69286666666665
128,16,1,false,7,0,2898.640933333333
128,16,1,true,0,0,3147.918866666667
128,16,1,true,0,1,303.4705333333333
128,16,1,true,1,1,289.69303333333335
128,16,1,true,1,0,3141.8625666666667
128,16,1,true,2,0,3137.1983333333333
128,16,1,true,2,1,301.4945333333333
128,16,1,true,3,1,292.2552333333333
